Year,suicidal thoughts,State,Search_Term,suicide hotline,self harm,mental health crisis,suicide prevention,crisis hotline,psychiatric hospital,depression help
2016,0.0,Montana,suicidal thoughts,,,,,,,
2017,8.333333333333334,Montana,suicidal thoughts,,,,,,,
2018,0.0,Montana,suicidal thoughts,,,,,,,
2019,7.166666666666667,Montana,suicidal thoughts,,,,,,,
2020,6.833333333333333,Montana,suicidal thoughts,,,,,,,
2021,0.0,Montana,suicidal thoughts,,,,,,,
2022,0.0,Montana,suicidal thoughts,,,,,,,
2023,0.0,Montana,suicidal thoughts,,,,,,,
2013,,Montana,suicide hotline,0.0,,,,,,
2014,,Montana,suicide hotline,0.0,,,,,,
2015,,Montana,suicide hotline,0.0,,,,,,
2016,,Montana,suicide hotline,13.083333333333334,,,,,,
2017,,Montana,suicide hotline,32.916666666666664,,,,,,
2018,,Montana,suicide hotline,49.75,,,,,,
2019,,Montana,suicide hotline,37.0,,,,,,
2020,,Montana,suicide hotline,50.0,,,,,,
2021,,Montana,suicide hotline,43.083333333333336,,,,,,
2022,,Montana,suicide hotline,52.916666666666664,,,,,,
2023,,Montana,suicide hotline,38.583333333333336,,,,,,
2013,,Montana,self harm,,7.25,,,,,
2014,,Montana,self harm,,7.916666666666667,,,,,
2015,,Montana,self harm,,8.083333333333334,,,,,
2016,,Montana,self harm,,7.333333333333333,,,,,
2017,,Montana,self harm,,14.25,,,,,
2018,,Montana,self harm,,5.583333333333333,,,,,
2019,,Montana,self harm,,19.583333333333332,,,,,
2020,,Montana,self harm,,11.0,,,,,
2021,,Montana,self harm,,18.083333333333332,,,,,
2022,,Montana,self harm,,30.666666666666668,,,,,
2023,,Montana,self harm,,34.333333333333336,,,,,
2013,,Montana,mental health crisis,,,0.0,,,,
2014,,Montana,mental health crisis,,,0.0,,,,
2015,,Montana,mental health crisis,,,0.0,,,,
2016,,Montana,mental health crisis,,,0.0,,,,
2017,,Montana,mental health crisis,,,0.0,,,,
2018,,Montana,mental health crisis,,,0.0,,,,
2019,,Montana,mental health crisis,,,0.0,,,,
2020,,Montana,mental health crisis,,,0.0,,,,
2021,,Montana,mental health crisis,,,0.0,,,,
2022,,Montana,mental health crisis,,,0.0,,,,
2023,,Montana,mental health crisis,,,14.083333333333334,,,,
2013,,Montana,suicide prevention,,,,10.083333333333334,,,
2014,,Montana,suicide prevention,,,,10.666666666666666,,,
2015,,Montana,suicide prevention,,,,6.333333333333333,,,
2016,,Montana,suicide prevention,,,,23.083333333333332,,,
2017,,Montana,suicide prevention,,,,13.666666666666666,,,
2018,,Montana,suicide prevention,,,,35.333333333333336,,,
2019,,Montana,suicide prevention,,,,19.666666666666668,,,
2020,,Montana,suicide prevention,,,,14.0,,,
2021,,Montana,suicide prevention,,,,21.25,,,
2022,,Montana,suicide prevention,,,,27.916666666666668,,,
2023,,Montana,suicide prevention,,,,21.75,,,
2013,,Montana,crisis hotline,,,,,0.0,,
2014,,Montana,crisis hotline,,,,,0.0,,
2015,,Montana,crisis hotline,,,,,0.0,,
2016,,Montana,crisis hotline,,,,,0.0,,
2017,,Montana,crisis hotline,,,,,0.0,,
2018,,Montana,crisis hotline,,,,,7.833333333333333,,
2019,,Montana,crisis hotline,,,,,0.0,,
2020,,Montana,crisis hotline,,,,,0.0,,
2021,,Montana,crisis hotline,,,,,8.333333333333334,,
2022,,Montana,crisis hotline,,,,,0.0,,
2023,,Montana,crisis hotline,,,,,0.0,,
2013,,Montana,psychiatric hospital,,,,,,0.0,
2014,,Montana,psychiatric hospital,,,,,,8.333333333333334,
2015,,Montana,psychiatric hospital,,,,,,0.0,
2016,,Montana,psychiatric hospital,,,,,,0.0,
2017,,Montana,psychiatric hospital,,,,,,0.0,
2018,,Montana,psychiatric hospital,,,,,,4.5,
2019,,Montana,psychiatric hospital,,,,,,0.0,
2020,,Montana,psychiatric hospital,,,,,,0.0,
2021,,Montana,psychiatric hospital,,,,,,0.0,
2022,,Montana,psychiatric hospital,,,,,,0.0,
2023,,Montana,psychiatric hospital,,,,,,0.0,
2013,,Montana,depression help,,,,,,,0.0
2014,,Montana,depression help,,,,,,,6.916666666666667
2015,,Montana,depression help,,,,,,,0.0
2016,,Montana,depression help,,,,,,,10.583333333333334
2017,,Montana,depression help,,,,,,,33.916666666666664
2018,,Montana,depression help,,,,,,,4.333333333333333
2019,,Montana,depression help,,,,,,,19.75
2020,,Montana,depression help,,,,,,,30.0
2021,,Montana,depression help,,,,,,,10.5
2022,,Montana,depression help,,,,,,,45.916666666666664
2023,,Montana,depression help,,,,,,,28.666666666666668
2013,15.5,Nebraska,suicidal thoughts,,,,,,,
2014,0.0,Nebraska,suicidal thoughts,,,,,,,
2015,0.0,Nebraska,suicidal thoughts,,,,,,,
2016,26.166666666666668,Nebraska,suicidal thoughts,,,,,,,
2017,33.833333333333336,Nebraska,suicidal thoughts,,,,,,,
2018,38.583333333333336,Nebraska,suicidal thoughts,,,,,,,
2019,22.75,Nebraska,suicidal thoughts,,,,,,,
2020,25.0,Nebraska,suicidal thoughts,,,,,,,
2021,16.833333333333332,Nebraska,suicidal thoughts,,,,,,,
2022,12.083333333333334,Nebraska,suicidal thoughts,,,,,,,
2023,13.916666666666666,Nebraska,suicidal thoughts,,,,,,,
2013,,Nebraska,suicide hotline,0.0,,,,,,
2014,,Nebraska,suicide hotline,13.166666666666666,,,,,,
2015,,Nebraska,suicide hotline,6.416666666666667,,,,,,
2016,,Nebraska,suicide hotline,15.916666666666666,,,,,,
2017,,Nebraska,suicide hotline,53.666666666666664,,,,,,
2018,,Nebraska,suicide hotline,53.5,,,,,,
2019,,Nebraska,suicide hotline,48.0,,,,,,
2020,,Nebraska,suicide hotline,49.416666666666664,,,,,,
2021,,Nebraska,suicide hotline,42.333333333333336,,,,,,
2022,,Nebraska,suicide hotline,59.083333333333336,,,,,,
2023,,Nebraska,suicide hotline,44.083333333333336,,,,,,
2013,,Nebraska,self harm,,35.916666666666664,,,,,
2014,,Nebraska,self harm,,54.833333333333336,,,,,
2015,,Nebraska,self harm,,59.666666666666664,,,,,
2016,,Nebraska,self harm,,41.583333333333336,,,,,
2017,,Nebraska,self harm,,31.0,,,,,
2018,,Nebraska,self harm,,40.25,,,,,
2019,,Nebraska,self harm,,30.0,,,,,
2020,,Nebraska,self harm,,31.083333333333332,,,,,
2021,,Nebraska,self harm,,40.0,,,,,
2022,,Nebraska,self harm,,34.083333333333336,,,,,
2023,,Nebraska,self harm,,39.75,,,,,
2013,,Nebraska,mental health crisis,,,0.0,,,,
2014,,Nebraska,mental health crisis,,,0.0,,,,
2015,,Nebraska,mental health crisis,,,0.0,,,,
2016,,Nebraska,mental health crisis,,,0.0,,,,
2017,,Nebraska,mental health crisis,,,0.0,,,,
2018,,Nebraska,mental health crisis,,,0.0,,,,
2019,,Nebraska,mental health crisis,,,0.0,,,,
2020,,Nebraska,mental health crisis,,,0.0,,,,
2021,,Nebraska,mental health crisis,,,0.0,,,,
2022,,Nebraska,mental health crisis,,,13.5,,,,
2023,,Nebraska,mental health crisis,,,12.5,,,,
2013,,Nebraska,suicide prevention,,,,3.4166666666666665,,,
2014,,Nebraska,suicide prevention,,,,14.916666666666666,,,
2015,,Nebraska,suicide prevention,,,,18.5,,,
2016,,Nebraska,suicide prevention,,,,21.0,,,
2017,,Nebraska,suicide prevention,,,,27.416666666666668,,,
2018,,Nebraska,suicide prevention,,,,29.0,,,
2019,,Nebraska,suicide prevention,,,,29.666666666666668,,,
2020,,Nebraska,suicide prevention,,,,27.333333333333332,,,
2021,,Nebraska,suicide prevention,,,,22.75,,,
2022,,Nebraska,suicide prevention,,,,31.666666666666668,,,
2023,,Nebraska,suicide prevention,,,,23.916666666666668,,,
2013,,Nebraska,crisis hotline,,,,,0.0,,
2014,,Nebraska,crisis hotline,,,,,0.0,,
2015,,Nebraska,crisis hotline,,,,,0.0,,
2016,,Nebraska,crisis hotline,,,,,0.0,,
2017,,Nebraska,crisis hotline,,,,,0.0,,
2018,,Nebraska,crisis hotline,,,,,0.0,,
2019,,Nebraska,crisis hotline,,,,,12.5,,
2020,,Nebraska,crisis hotline,,,,,0.0,,
2021,,Nebraska,crisis hotline,,,,,0.0,,
2022,,Nebraska,crisis hotline,,,,,15.25,,
2023,,Nebraska,crisis hotline,,,,,7.666666666666667,,
2013,,Nebraska,psychiatric hospital,,,,,,0.0,
2014,,Nebraska,psychiatric hospital,,,,,,24.083333333333332,
2015,,Nebraska,psychiatric hospital,,,,,,7.0,
2016,,Nebraska,psychiatric hospital,,,,,,9.083333333333334,
2017,,Nebraska,psychiatric hospital,,,,,,19.5,
2018,,Nebraska,psychiatric hospital,,,,,,26.583333333333332,
2019,,Nebraska,psychiatric hospital,,,,,,19.583333333333332,
2020,,Nebraska,psychiatric hospital,,,,,,23.75,
2021,,Nebraska,psychiatric hospital,,,,,,31.25,
2022,,Nebraska,psychiatric hospital,,,,,,30.416666666666668,
2023,,Nebraska,psychiatric hospital,,,,,,29.916666666666668,
2013,,Nebraska,depression help,,,,,,,9.0
2014,,Nebraska,depression help,,,,,,,18.75
2015,,Nebraska,depression help,,,,,,,41.166666666666664
2016,,Nebraska,depression help,,,,,,,41.916666666666664
2017,,Nebraska,depression help,,,,,,,51.0
2018,,Nebraska,depression help,,,,,,,68.83333333333333
2019,,Nebraska,depression help,,,,,,,66.0
2020,,Nebraska,depression help,,,,,,,54.5
2021,,Nebraska,depression help,,,,,,,52.166666666666664
2022,,Nebraska,depression help,,,,,,,57.0
2023,,Nebraska,depression help,,,,,,,64.0
2013,44.583333333333336,Nevada,suicidal thoughts,,,,,,,
2014,54.166666666666664,Nevada,suicidal thoughts,,,,,,,
2015,42.583333333333336,Nevada,suicidal thoughts,,,,,,,
2016,40.0,Nevada,suicidal thoughts,,,,,,,
2017,50.75,Nevada,suicidal thoughts,,,,,,,
2018,48.25,Nevada,suicidal thoughts,,,,,,,
2019,39.833333333333336,Nevada,suicidal thoughts,,,,,,,
2020,35.0,Nevada,suicidal thoughts,,,,,,,
2021,35.583333333333336,Nevada,suicidal thoughts,,,,,,,
2022,35.583333333333336,Nevada,suicidal thoughts,,,,,,,
2023,21.5,Nevada,suicidal thoughts,,,,,,,
2013,,Nevada,suicide hotline,15.583333333333334,,,,,,
2014,,Nevada,suicide hotline,29.583333333333332,,,,,,
2015,,Nevada,suicide hotline,29.083333333333332,,,,,,
2016,,Nevada,suicide hotline,28.25,,,,,,
2017,,Nevada,suicide hotline,57.666666666666664,,,,,,
2018,,Nevada,suicide hotline,55.666666666666664,,,,,,
2019,,Nevada,suicide hotline,44.0,,,,,,
2020,,Nevada,suicide hotline,46.5,,,,,,
2021,,Nevada,suicide hotline,43.75,,,,,,
2022,,Nevada,suicide hotline,49.5,,,,,,
2023,,Nevada,suicide hotline,50.666666666666664,,,,,,
2013,,Nevada,self harm,,63.416666666666664,,,,,
2014,,Nevada,self harm,,73.83333333333333,,,,,
2015,,Nevada,self harm,,61.416666666666664,,,,,
2016,,Nevada,self harm,,41.833333333333336,,,,,
2017,,Nevada,self harm,,41.833333333333336,,,,,
2018,,Nevada,self harm,,32.083333333333336,,,,,
2019,,Nevada,self harm,,37.75,,,,,
2020,,Nevada,self harm,,43.916666666666664,,,,,
2021,,Nevada,self harm,,47.333333333333336,,,,,
2022,,Nevada,self harm,,41.833333333333336,,,,,
2023,,Nevada,self harm,,44.5,,,,,
2013,,Nevada,mental health crisis,,,0.0,,,,
2014,,Nevada,mental health crisis,,,0.0,,,,
2015,,Nevada,mental health crisis,,,0.0,,,,
2016,,Nevada,mental health crisis,,,0.0,,,,
2017,,Nevada,mental health crisis,,,0.0,,,,
2018,,Nevada,mental health crisis,,,0.0,,,,
2019,,Nevada,mental health crisis,,,0.0,,,,
2020,,Nevada,mental health crisis,,,0.0,,,,
2021,,Nevada,mental health crisis,,,0.0,,,,
2022,,Nevada,mental health crisis,,,31.666666666666668,,,,
2023,,Nevada,mental health crisis,,,52.916666666666664,,,,
2013,,Nevada,suicide prevention,,,,10.166666666666666,,,
2014,,Nevada,suicide prevention,,,,19.666666666666668,,,
2015,,Nevada,suicide prevention,,,,28.416666666666668,,,
2016,,Nevada,suicide prevention,,,,20.333333333333332,,,
2017,,Nevada,suicide prevention,,,,35.416666666666664,,,
2018,,Nevada,suicide prevention,,,,38.833333333333336,,,
2019,,Nevada,suicide prevention,,,,39.25,,,
2020,,Nevada,suicide prevention,,,,33.166666666666664,,,
2021,,Nevada,suicide prevention,,,,32.333333333333336,,,
2022,,Nevada,suicide prevention,,,,38.583333333333336,,,
2023,,Nevada,suicide prevention,,,,37.666666666666664,,,
2013,,Nevada,crisis hotline,,,,,0.0,,
2014,,Nevada,crisis hotline,,,,,0.0,,
2015,,Nevada,crisis hotline,,,,,0.0,,
2016,,Nevada,crisis hotline,,,,,7.75,,
2017,,Nevada,crisis hotline,,,,,7.583333333333333,,
2018,,Nevada,crisis hotline,,,,,0.0,,
2019,,Nevada,crisis hotline,,,,,6.0,,
2020,,Nevada,crisis hotline,,,,,28.833333333333332,,
2021,,Nevada,crisis hotline,,,,,5.666666666666667,,
2022,,Nevada,crisis hotline,,,,,11.5,,
2023,,Nevada,crisis hotline,,,,,18.25,,
2013,,Nevada,psychiatric hospital,,,,,,40.583333333333336,
2014,,Nevada,psychiatric hospital,,,,,,42.5,
2015,,Nevada,psychiatric hospital,,,,,,30.666666666666668,
2016,,Nevada,psychiatric hospital,,,,,,29.666666666666668,
2017,,Nevada,psychiatric hospital,,,,,,35.416666666666664,
2018,,Nevada,psychiatric hospital,,,,,,38.166666666666664,
2019,,Nevada,psychiatric hospital,,,,,,38.416666666666664,
2020,,Nevada,psychiatric hospital,,,,,,36.5,
2021,,Nevada,psychiatric hospital,,,,,,34.666666666666664,
2022,,Nevada,psychiatric hospital,,,,,,36.583333333333336,
2023,,Nevada,psychiatric hospital,,,,,,35.25,
2013,,Nevada,depression help,,,,,,,39.166666666666664
2014,,Nevada,depression help,,,,,,,43.75
2015,,Nevada,depression help,,,,,,,51.5
2016,,Nevada,depression help,,,,,,,59.666666666666664
2017,,Nevada,depression help,,,,,,,65.66666666666667
2018,,Nevada,depression help,,,,,,,70.0
2019,,Nevada,depression help,,,,,,,64.83333333333333
2020,,Nevada,depression help,,,,,,,65.83333333333333
2021,,Nevada,depression help,,,,,,,62.583333333333336
2022,,Nevada,depression help,,,,,,,65.08333333333333
2023,,Nevada,depression help,,,,,,,62.916666666666664
2013,0.0,New Hampshire,suicidal thoughts,,,,,,,
2014,8.333333333333334,New Hampshire,suicidal thoughts,,,,,,,
2015,0.0,New Hampshire,suicidal thoughts,,,,,,,
2016,0.0,New Hampshire,suicidal thoughts,,,,,,,
2017,13.083333333333334,New Hampshire,suicidal thoughts,,,,,,,
2018,17.333333333333332,New Hampshire,suicidal thoughts,,,,,,,
2019,5.583333333333333,New Hampshire,suicidal thoughts,,,,,,,
2020,4.416666666666667,New Hampshire,suicidal thoughts,,,,,,,
2021,0.0,New Hampshire,suicidal thoughts,,,,,,,
2022,0.0,New Hampshire,suicidal thoughts,,,,,,,
2023,0.0,New Hampshire,suicidal thoughts,,,,,,,
2013,,New Hampshire,suicide hotline,8.333333333333334,,,,,,
2014,,New Hampshire,suicide hotline,0.0,,,,,,
2015,,New Hampshire,suicide hotline,0.0,,,,,,
2016,,New Hampshire,suicide hotline,12.416666666666666,,,,,,
2017,,New Hampshire,suicide hotline,46.666666666666664,,,,,,
2018,,New Hampshire,suicide hotline,48.25,,,,,,
2019,,New Hampshire,suicide hotline,41.416666666666664,,,,,,
2020,,New Hampshire,suicide hotline,46.333333333333336,,,,,,
2021,,New Hampshire,suicide hotline,26.666666666666668,,,,,,
2022,,New Hampshire,suicide hotline,52.083333333333336,,,,,,
2023,,New Hampshire,suicide hotline,48.75,,,,,,
2013,,New Hampshire,self harm,,35.25,,,,,
2014,,New Hampshire,self harm,,49.0,,,,,
2015,,New Hampshire,self harm,,22.0,,,,,
2016,,New Hampshire,self harm,,48.583333333333336,,,,,
2017,,New Hampshire,self harm,,23.25,,,,,
2018,,New Hampshire,self harm,,33.583333333333336,,,,,
2019,,New Hampshire,self harm,,14.333333333333334,,,,,
2020,,New Hampshire,self harm,,29.0,,,,,
2021,,New Hampshire,self harm,,31.333333333333332,,,,,
2022,,New Hampshire,self harm,,42.166666666666664,,,,,
2023,,New Hampshire,self harm,,36.833333333333336,,,,,
2013,,New Hampshire,mental health crisis,,,0.0,,,,
2014,,New Hampshire,mental health crisis,,,0.0,,,,
2015,,New Hampshire,mental health crisis,,,0.0,,,,
2016,,New Hampshire,mental health crisis,,,0.0,,,,
2017,,New Hampshire,mental health crisis,,,0.0,,,,
2018,,New Hampshire,mental health crisis,,,0.0,,,,
2019,,New Hampshire,mental health crisis,,,0.0,,,,
2020,,New Hampshire,mental health crisis,,,0.0,,,,
2021,,New Hampshire,mental health crisis,,,7.75,,,,
2022,,New Hampshire,mental health crisis,,,18.916666666666668,,,,
2023,,New Hampshire,mental health crisis,,,28.416666666666668,,,,
2013,,New Hampshire,suicide prevention,,,,8.0,,,
2014,,New Hampshire,suicide prevention,,,,11.25,,,
2015,,New Hampshire,suicide prevention,,,,4.416666666666667,,,
2016,,New Hampshire,suicide prevention,,,,6.916666666666667,,,
2017,,New Hampshire,suicide prevention,,,,25.25,,,
2018,,New Hampshire,suicide prevention,,,,19.75,,,
2019,,New Hampshire,suicide prevention,,,,30.833333333333332,,,
2020,,New Hampshire,suicide prevention,,,,19.25,,,
2021,,New Hampshire,suicide prevention,,,,17.166666666666668,,,
2022,,New Hampshire,suicide prevention,,,,31.0,,,
2023,,New Hampshire,suicide prevention,,,,24.083333333333332,,,
2013,,New Hampshire,psychiatric hospital,,,,,,20.333333333333332,
2014,,New Hampshire,psychiatric hospital,,,,,,6.833333333333333,
2015,,New Hampshire,psychiatric hospital,,,,,,0.0,
2016,,New Hampshire,psychiatric hospital,,,,,,17.333333333333332,
2017,,New Hampshire,psychiatric hospital,,,,,,32.416666666666664,
2018,,New Hampshire,psychiatric hospital,,,,,,5.583333333333333,
2019,,New Hampshire,psychiatric hospital,,,,,,20.666666666666668,
2020,,New Hampshire,psychiatric hospital,,,,,,21.833333333333332,
2021,,New Hampshire,psychiatric hospital,,,,,,22.666666666666668,
2022,,New Hampshire,psychiatric hospital,,,,,,33.166666666666664,
2023,,New Hampshire,psychiatric hospital,,,,,,36.666666666666664,
2013,,New Hampshire,depression help,,,,,,,0.0
2014,,New Hampshire,depression help,,,,,,,16.25
2015,,New Hampshire,depression help,,,,,,,26.166666666666668
2016,,New Hampshire,depression help,,,,,,,9.416666666666666
2017,,New Hampshire,depression help,,,,,,,48.833333333333336
2018,,New Hampshire,depression help,,,,,,,63.333333333333336
2019,,New Hampshire,depression help,,,,,,,44.083333333333336
2020,,New Hampshire,depression help,,,,,,,42.666666666666664
2021,,New Hampshire,depression help,,,,,,,55.333333333333336
2022,,New Hampshire,depression help,,,,,,,56.833333333333336
2023,,New Hampshire,depression help,,,,,,,51.583333333333336
2013,75.66666666666667,New Jersey,suicidal thoughts,,,,,,,
2014,72.08333333333333,New Jersey,suicidal thoughts,,,,,,,
2015,56.583333333333336,New Jersey,suicidal thoughts,,,,,,,
2016,53.75,New Jersey,suicidal thoughts,,,,,,,
2017,51.916666666666664,New Jersey,suicidal thoughts,,,,,,,
2018,51.0,New Jersey,suicidal thoughts,,,,,,,
2019,46.916666666666664,New Jersey,suicidal thoughts,,,,,,,
2020,32.583333333333336,New Jersey,suicidal thoughts,,,,,,,
2021,35.416666666666664,New Jersey,suicidal thoughts,,,,,,,
2022,38.083333333333336,New Jersey,suicidal thoughts,,,,,,,
2023,37.0,New Jersey,suicidal thoughts,,,,,,,
2013,,New Jersey,suicide hotline,22.583333333333332,,,,,,
2014,,New Jersey,suicide hotline,24.333333333333332,,,,,,
2015,,New Jersey,suicide hotline,26.416666666666668,,,,,,
2016,,New Jersey,suicide hotline,27.5,,,,,,
2017,,New Jersey,suicide hotline,46.416666666666664,,,,,,
2018,,New Jersey,suicide hotline,45.75,,,,,,
2019,,New Jersey,suicide hotline,35.083333333333336,,,,,,
2020,,New Jersey,suicide hotline,39.0,,,,,,
2021,,New Jersey,suicide hotline,33.666666666666664,,,,,,
2022,,New Jersey,suicide hotline,45.75,,,,,,
2023,,New Jersey,suicide hotline,38.583333333333336,,,,,,
2013,,New Jersey,self harm,,80.5,,,,,
2014,,New Jersey,self harm,,80.66666666666667,,,,,
2015,,New Jersey,self harm,,67.41666666666667,,,,,
2016,,New Jersey,self harm,,51.75,,,,,
2017,,New Jersey,self harm,,45.0,,,,,
2018,,New Jersey,self harm,,39.416666666666664,,,,,
2019,,New Jersey,self harm,,35.5,,,,,
2020,,New Jersey,self harm,,39.416666666666664,,,,,
2021,,New Jersey,self harm,,48.0,,,,,
2022,,New Jersey,self harm,,46.666666666666664,,,,,
2023,,New Jersey,self harm,,49.583333333333336,,,,,
2013,,New Jersey,mental health crisis,,,0.0,,,,
2014,,New Jersey,mental health crisis,,,0.0,,,,
2015,,New Jersey,mental health crisis,,,8.25,,,,
2016,,New Jersey,mental health crisis,,,6.666666666666667,,,,
2017,,New Jersey,mental health crisis,,,16.916666666666668,,,,
2018,,New Jersey,mental health crisis,,,10.416666666666666,,,,
2019,,New Jersey,mental health crisis,,,27.083333333333332,,,,
2020,,New Jersey,mental health crisis,,,44.666666666666664,,,,
2021,,New Jersey,mental health crisis,,,41.75,,,,
2022,,New Jersey,mental health crisis,,,71.25,,,,
2023,,New Jersey,mental health crisis,,,79.08333333333333,,,,
2013,,New Jersey,suicide prevention,,,,23.166666666666668,,,
2014,,New Jersey,suicide prevention,,,,29.0,,,
2015,,New Jersey,suicide prevention,,,,27.833333333333332,,,
2016,,New Jersey,suicide prevention,,,,25.833333333333332,,,
2017,,New Jersey,suicide prevention,,,,35.25,,,
2018,,New Jersey,suicide prevention,,,,38.166666666666664,,,
2019,,New Jersey,suicide prevention,,,,36.166666666666664,,,
2020,,New Jersey,suicide prevention,,,,33.0,,,
2021,,New Jersey,suicide prevention,,,,26.583333333333332,,,
2022,,New Jersey,suicide prevention,,,,36.75,,,
2023,,New Jersey,suicide prevention,,,,31.583333333333332,,,
2013,,New Jersey,crisis hotline,,,,,12.0,,
2014,,New Jersey,crisis hotline,,,,,12.0,,
2015,,New Jersey,crisis hotline,,,,,20.583333333333332,,
2016,,New Jersey,crisis hotline,,,,,22.666666666666668,,
2017,,New Jersey,crisis hotline,,,,,37.583333333333336,,
2018,,New Jersey,crisis hotline,,,,,32.416666666666664,,
2019,,New Jersey,crisis hotline,,,,,35.083333333333336,,
2020,,New Jersey,crisis hotline,,,,,48.25,,
2021,,New Jersey,crisis hotline,,,,,35.416666666666664,,
2022,,New Jersey,crisis hotline,,,,,53.25,,
2023,,New Jersey,crisis hotline,,,,,51.416666666666664,,
2013,,New Jersey,psychiatric hospital,,,,,,78.83333333333333,
2014,,New Jersey,psychiatric hospital,,,,,,84.91666666666667,
2015,,New Jersey,psychiatric hospital,,,,,,80.66666666666667,
2016,,New Jersey,psychiatric hospital,,,,,,82.0,
2017,,New Jersey,psychiatric hospital,,,,,,77.33333333333333,
2018,,New Jersey,psychiatric hospital,,,,,,73.91666666666667,
2019,,New Jersey,psychiatric hospital,,,,,,77.0,
2020,,New Jersey,psychiatric hospital,,,,,,72.25,
2021,,New Jersey,psychiatric hospital,,,,,,67.66666666666667,
2022,,New Jersey,psychiatric hospital,,,,,,70.41666666666667,
2023,,New Jersey,psychiatric hospital,,,,,,68.91666666666667,
2013,,New Jersey,depression help,,,,,,,49.083333333333336
2014,,New Jersey,depression help,,,,,,,50.166666666666664
2015,,New Jersey,depression help,,,,,,,49.833333333333336
2016,,New Jersey,depression help,,,,,,,56.75
2017,,New Jersey,depression help,,,,,,,62.666666666666664
2018,,New Jersey,depression help,,,,,,,60.916666666666664
2019,,New Jersey,depression help,,,,,,,65.25
2020,,New Jersey,depression help,,,,,,,61.0
2021,,New Jersey,depression help,,,,,,,59.666666666666664
2022,,New Jersey,depression help,,,,,,,67.25
2023,,New Jersey,depression help,,,,,,,63.0
2013,14.083333333333334,New Mexico,suicidal thoughts,,,,,,,
2014,5.416666666666667,New Mexico,suicidal thoughts,,,,,,,
2015,14.583333333333334,New Mexico,suicidal thoughts,,,,,,,
2016,32.75,New Mexico,suicidal thoughts,,,,,,,
2017,21.583333333333332,New Mexico,suicidal thoughts,,,,,,,
2018,34.0,New Mexico,suicidal thoughts,,,,,,,
2019,20.25,New Mexico,suicidal thoughts,,,,,,,
2020,5.666666666666667,New Mexico,suicidal thoughts,,,,,,,
2021,3.0833333333333335,New Mexico,suicidal thoughts,,,,,,,
2022,3.25,New Mexico,suicidal thoughts,,,,,,,
2023,10.916666666666666,New Mexico,suicidal thoughts,,,,,,,
2013,,New Mexico,suicide hotline,0.0,,,,,,
2014,,New Mexico,suicide hotline,15.416666666666666,,,,,,
2015,,New Mexico,suicide hotline,11.333333333333334,,,,,,
2016,,New Mexico,suicide hotline,17.0,,,,,,
2017,,New Mexico,suicide hotline,48.583333333333336,,,,,,
2018,,New Mexico,suicide hotline,59.416666666666664,,,,,,
2019,,New Mexico,suicide hotline,57.166666666666664,,,,,,
2020,,New Mexico,suicide hotline,51.916666666666664,,,,,,
2021,,New Mexico,suicide hotline,43.0,,,,,,
2022,,New Mexico,suicide hotline,63.333333333333336,,,,,,
2023,,New Mexico,suicide hotline,56.083333333333336,,,,,,
2013,,New Mexico,self harm,,40.5,,,,,
2014,,New Mexico,self harm,,41.416666666666664,,,,,
2015,,New Mexico,self harm,,34.166666666666664,,,,,
2016,,New Mexico,self harm,,35.166666666666664,,,,,
2017,,New Mexico,self harm,,31.916666666666668,,,,,
2018,,New Mexico,self harm,,37.75,,,,,
2019,,New Mexico,self harm,,29.333333333333332,,,,,
2020,,New Mexico,self harm,,26.5,,,,,
2021,,New Mexico,self harm,,33.833333333333336,,,,,
2022,,New Mexico,self harm,,41.666666666666664,,,,,
2023,,New Mexico,self harm,,50.25,,,,,
2013,,New Mexico,mental health crisis,,,0.0,,,,
2014,,New Mexico,mental health crisis,,,0.0,,,,
2015,,New Mexico,mental health crisis,,,0.0,,,,
2016,,New Mexico,mental health crisis,,,0.0,,,,
2017,,New Mexico,mental health crisis,,,8.333333333333334,,,,
2018,,New Mexico,mental health crisis,,,0.0,,,,
2019,,New Mexico,mental health crisis,,,0.0,,,,
2020,,New Mexico,mental health crisis,,,6.75,,,,
2021,,New Mexico,mental health crisis,,,6.166666666666667,,,,
2022,,New Mexico,mental health crisis,,,10.916666666666666,,,,
2023,,New Mexico,mental health crisis,,,0.0,,,,
2013,,New Mexico,suicide prevention,,,,3.8333333333333335,,,
2014,,New Mexico,suicide prevention,,,,13.5,,,
2015,,New Mexico,suicide prevention,,,,18.416666666666668,,,
2016,,New Mexico,suicide prevention,,,,16.916666666666668,,,
2017,,New Mexico,suicide prevention,,,,28.333333333333332,,,
2018,,New Mexico,suicide prevention,,,,27.916666666666668,,,
2019,,New Mexico,suicide prevention,,,,30.666666666666668,,,
2020,,New Mexico,suicide prevention,,,,27.333333333333332,,,
2021,,New Mexico,suicide prevention,,,,23.166666666666668,,,
2022,,New Mexico,suicide prevention,,,,36.5,,,
2023,,New Mexico,suicide prevention,,,,23.25,,,
2013,,New Mexico,crisis hotline,,,,,0.0,,
2014,,New Mexico,crisis hotline,,,,,0.0,,
2015,,New Mexico,crisis hotline,,,,,0.0,,
2016,,New Mexico,crisis hotline,,,,,0.0,,
2017,,New Mexico,crisis hotline,,,,,0.0,,
2018,,New Mexico,crisis hotline,,,,,12.5,,
2019,,New Mexico,crisis hotline,,,,,6.083333333333333,,
2020,,New Mexico,crisis hotline,,,,,0.0,,
