Year,suicidal thoughts,State,Search_Term,suicide hotline,self harm,mental health crisis,suicide prevention,crisis hotline,psychiatric hospital,depression help
2016,,Kentucky,psychiatric hospital,,,,,,52.333333333333336,
2017,,Kentucky,psychiatric hospital,,,,,,60.833333333333336,
2018,,Kentucky,psychiatric hospital,,,,,,57.25,
2019,,Kentucky,psychiatric hospital,,,,,,50.333333333333336,
2020,,Kentucky,psychiatric hospital,,,,,,48.583333333333336,
2021,,Kentucky,psychiatric hospital,,,,,,59.416666666666664,
2022,,Kentucky,psychiatric hospital,,,,,,59.166666666666664,
2023,,Kentucky,psychiatric hospital,,,,,,61.583333333333336,
2013,,Kentucky,depression help,,,,,,,46.583333333333336
2014,,Kentucky,depression help,,,,,,,53.666666666666664
2015,,Kentucky,depression help,,,,,,,67.75
2016,,Kentucky,depression help,,,,,,,59.333333333333336
2017,,Kentucky,depression help,,,,,,,64.66666666666667
2018,,Kentucky,depression help,,,,,,,78.25
2019,,Kentucky,depression help,,,,,,,74.08333333333333
2020,,Kentucky,depression help,,,,,,,66.16666666666667
2021,,Kentucky,depression help,,,,,,,71.66666666666667
2022,,Kentucky,depression help,,,,,,,76.41666666666667
2023,,Kentucky,depression help,,,,,,,74.5
2013,64.5,Louisiana,suicidal thoughts,,,,,,,
2014,67.58333333333333,Louisiana,suicidal thoughts,,,,,,,
2015,32.0,Louisiana,suicidal thoughts,,,,,,,
2016,48.75,Louisiana,suicidal thoughts,,,,,,,
2017,49.0,Louisiana,suicidal thoughts,,,,,,,
2018,48.583333333333336,Louisiana,suicidal thoughts,,,,,,,
2019,35.25,Louisiana,suicidal thoughts,,,,,,,
2020,40.5,Louisiana,suicidal thoughts,,,,,,,
2021,33.083333333333336,Louisiana,suicidal thoughts,,,,,,,
2022,38.916666666666664,Louisiana,suicidal thoughts,,,,,,,
2023,32.25,Louisiana,suicidal thoughts,,,,,,,
2013,,Louisiana,suicide hotline,16.583333333333332,,,,,,
2014,,Louisiana,suicide hotline,16.5,,,,,,
2015,,Louisiana,suicide hotline,15.0,,,,,,
2016,,Louisiana,suicide hotline,26.166666666666668,,,,,,
2017,,Louisiana,suicide hotline,53.25,,,,,,
2018,,Louisiana,suicide hotline,52.583333333333336,,,,,,
2019,,Louisiana,suicide hotline,48.75,,,,,,
2020,,Louisiana,suicide hotline,49.0,,,,,,
2021,,Louisiana,suicide hotline,42.833333333333336,,,,,,
2022,,Louisiana,suicide hotline,55.666666666666664,,,,,,
2023,,Louisiana,suicide hotline,60.0,,,,,,
2013,,Louisiana,self harm,,66.25,,,,,
2014,,Louisiana,self harm,,79.16666666666667,,,,,
2015,,Louisiana,self harm,,66.16666666666667,,,,,
2016,,Louisiana,self harm,,48.25,,,,,
2017,,Louisiana,self harm,,40.0,,,,,
2018,,Louisiana,self harm,,39.25,,,,,
2019,,Louisiana,self harm,,35.916666666666664,,,,,
2020,,Louisiana,self harm,,40.0,,,,,
2021,,Louisiana,self harm,,43.166666666666664,,,,,
2022,,Louisiana,self harm,,40.333333333333336,,,,,
2023,,Louisiana,self harm,,49.0,,,,,
2013,,Louisiana,mental health crisis,,,0.0,,,,
2014,,Louisiana,mental health crisis,,,8.333333333333334,,,,
2015,,Louisiana,mental health crisis,,,0.0,,,,
2016,,Louisiana,mental health crisis,,,0.0,,,,
2017,,Louisiana,mental health crisis,,,0.0,,,,
2018,,Louisiana,mental health crisis,,,0.0,,,,
2019,,Louisiana,mental health crisis,,,0.0,,,,
2020,,Louisiana,mental health crisis,,,11.916666666666666,,,,
2021,,Louisiana,mental health crisis,,,0.0,,,,
2022,,Louisiana,mental health crisis,,,36.0,,,,
2023,,Louisiana,mental health crisis,,,27.666666666666668,,,,
2013,,Louisiana,suicide prevention,,,,13.916666666666666,,,
2014,,Louisiana,suicide prevention,,,,11.333333333333334,,,
2015,,Louisiana,suicide prevention,,,,14.083333333333334,,,
2016,,Louisiana,suicide prevention,,,,18.0,,,
2017,,Louisiana,suicide prevention,,,,25.5,,,
2018,,Louisiana,suicide prevention,,,,32.5,,,
2019,,Louisiana,suicide prevention,,,,36.166666666666664,,,
2020,,Louisiana,suicide prevention,,,,28.5,,,
2021,,Louisiana,suicide prevention,,,,22.333333333333332,,,
2022,,Louisiana,suicide prevention,,,,35.583333333333336,,,
2023,,Louisiana,suicide prevention,,,,31.0,,,
2013,,Louisiana,crisis hotline,,,,,0.0,,
2014,,Louisiana,crisis hotline,,,,,0.0,,
2015,,Louisiana,crisis hotline,,,,,0.0,,
2016,,Louisiana,crisis hotline,,,,,0.0,,
2017,,Louisiana,crisis hotline,,,,,0.0,,
2018,,Louisiana,crisis hotline,,,,,0.0,,
2019,,Louisiana,crisis hotline,,,,,12.916666666666666,,
2020,,Louisiana,crisis hotline,,,,,22.166666666666668,,
2021,,Louisiana,crisis hotline,,,,,6.333333333333333,,
2022,,Louisiana,crisis hotline,,,,,22.916666666666668,,
2023,,Louisiana,crisis hotline,,,,,4.25,,
2013,,Louisiana,psychiatric hospital,,,,,,63.666666666666664,
2014,,Louisiana,psychiatric hospital,,,,,,42.75,
2015,,Louisiana,psychiatric hospital,,,,,,33.333333333333336,
2016,,Louisiana,psychiatric hospital,,,,,,56.166666666666664,
2017,,Louisiana,psychiatric hospital,,,,,,58.416666666666664,
2018,,Louisiana,psychiatric hospital,,,,,,57.75,
2019,,Louisiana,psychiatric hospital,,,,,,69.25,
2020,,Louisiana,psychiatric hospital,,,,,,56.166666666666664,
2021,,Louisiana,psychiatric hospital,,,,,,59.25,
2022,,Louisiana,psychiatric hospital,,,,,,60.25,
2023,,Louisiana,psychiatric hospital,,,,,,64.5,
2013,,Louisiana,depression help,,,,,,,51.666666666666664
2014,,Louisiana,depression help,,,,,,,48.916666666666664
2015,,Louisiana,depression help,,,,,,,57.5
2016,,Louisiana,depression help,,,,,,,57.083333333333336
2017,,Louisiana,depression help,,,,,,,64.16666666666667
2018,,Louisiana,depression help,,,,,,,74.0
2019,,Louisiana,depression help,,,,,,,76.41666666666667
2020,,Louisiana,depression help,,,,,,,65.75
2021,,Louisiana,depression help,,,,,,,73.91666666666667
2022,,Louisiana,depression help,,,,,,,80.08333333333333
2023,,Louisiana,depression help,,,,,,,76.91666666666667
2013,0.0,Maine,suicidal thoughts,,,,,,,
2014,0.0,Maine,suicidal thoughts,,,,,,,
2015,0.0,Maine,suicidal thoughts,,,,,,,
2016,0.0,Maine,suicidal thoughts,,,,,,,
2017,21.583333333333332,Maine,suicidal thoughts,,,,,,,
2018,7.25,Maine,suicidal thoughts,,,,,,,
2019,6.083333333333333,Maine,suicidal thoughts,,,,,,,
2020,4.416666666666667,Maine,suicidal thoughts,,,,,,,
2021,0.0,Maine,suicidal thoughts,,,,,,,
2022,10.0,Maine,suicidal thoughts,,,,,,,
2023,4.583333333333333,Maine,suicidal thoughts,,,,,,,
2013,,Maine,suicide hotline,0.0,,,,,,
2014,,Maine,suicide hotline,0.0,,,,,,
2015,,Maine,suicide hotline,7.25,,,,,,
2016,,Maine,suicide hotline,4.75,,,,,,
2017,,Maine,suicide hotline,70.58333333333333,,,,,,
2018,,Maine,suicide hotline,51.083333333333336,,,,,,
2019,,Maine,suicide hotline,28.583333333333332,,,,,,
2020,,Maine,suicide hotline,52.583333333333336,,,,,,
2021,,Maine,suicide hotline,18.25,,,,,,
2022,,Maine,suicide hotline,44.416666666666664,,,,,,
2023,,Maine,suicide hotline,35.333333333333336,,,,,,
2013,,Maine,self harm,,51.416666666666664,,,,,
2014,,Maine,self harm,,55.833333333333336,,,,,
2015,,Maine,self harm,,41.583333333333336,,,,,
2016,,Maine,self harm,,21.833333333333332,,,,,
2017,,Maine,self harm,,15.583333333333334,,,,,
2018,,Maine,self harm,,22.416666666666668,,,,,
2019,,Maine,self harm,,20.166666666666668,,,,,
2020,,Maine,self harm,,20.833333333333332,,,,,
2021,,Maine,self harm,,29.333333333333332,,,,,
2022,,Maine,self harm,,21.333333333333332,,,,,
2023,,Maine,self harm,,26.333333333333332,,,,,
2013,,Maine,mental health crisis,,,0.0,,,,
2014,,Maine,mental health crisis,,,0.0,,,,
2015,,Maine,mental health crisis,,,0.0,,,,
2016,,Maine,mental health crisis,,,0.0,,,,
2017,,Maine,mental health crisis,,,0.0,,,,
2018,,Maine,mental health crisis,,,0.0,,,,
2019,,Maine,mental health crisis,,,15.5,,,,
2020,,Maine,mental health crisis,,,5.0,,,,
2021,,Maine,mental health crisis,,,0.0,,,,
2022,,Maine,mental health crisis,,,27.916666666666668,,,,
2023,,Maine,mental health crisis,,,20.083333333333332,,,,
2013,,Maine,suicide prevention,,,,12.25,,,
2014,,Maine,suicide prevention,,,,21.25,,,
2015,,Maine,suicide prevention,,,,11.666666666666666,,,
2016,,Maine,suicide prevention,,,,17.666666666666668,,,
2017,,Maine,suicide prevention,,,,31.5,,,
2018,,Maine,suicide prevention,,,,28.416666666666668,,,
2019,,Maine,suicide prevention,,,,32.166666666666664,,,
2020,,Maine,suicide prevention,,,,17.083333333333332,,,
2021,,Maine,suicide prevention,,,,5.916666666666667,,,
2022,,Maine,suicide prevention,,,,26.833333333333332,,,
2023,,Maine,suicide prevention,,,,21.583333333333332,,,
2013,,Maine,crisis hotline,,,,,0.0,,
2014,,Maine,crisis hotline,,,,,8.333333333333334,,
2015,,Maine,crisis hotline,,,,,5.083333333333333,,
2016,,Maine,crisis hotline,,,,,0.0,,
2017,,Maine,crisis hotline,,,,,35.166666666666664,,
2018,,Maine,crisis hotline,,,,,39.75,,
2019,,Maine,crisis hotline,,,,,50.0,,
2020,,Maine,crisis hotline,,,,,48.75,,
2021,,Maine,crisis hotline,,,,,54.166666666666664,,
2022,,Maine,crisis hotline,,,,,44.75,,
2023,,Maine,crisis hotline,,,,,42.666666666666664,,
2013,,Maine,psychiatric hospital,,,,,,33.0,
2014,,Maine,psychiatric hospital,,,,,,4.416666666666667,
2015,,Maine,psychiatric hospital,,,,,,0.0,
2016,,Maine,psychiatric hospital,,,,,,8.25,
2017,,Maine,psychiatric hospital,,,,,,13.833333333333334,
2018,,Maine,psychiatric hospital,,,,,,14.333333333333334,
2019,,Maine,psychiatric hospital,,,,,,17.75,
2020,,Maine,psychiatric hospital,,,,,,12.333333333333334,
2021,,Maine,psychiatric hospital,,,,,,14.5,
2022,,Maine,psychiatric hospital,,,,,,21.666666666666668,
2023,,Maine,psychiatric hospital,,,,,,33.583333333333336,
2013,,Maine,depression help,,,,,,,12.666666666666666
2014,,Maine,depression help,,,,,,,12.333333333333334
2015,,Maine,depression help,,,,,,,31.083333333333332
2016,,Maine,depression help,,,,,,,23.75
2017,,Maine,depression help,,,,,,,42.083333333333336
2018,,Maine,depression help,,,,,,,49.5
2019,,Maine,depression help,,,,,,,44.333333333333336
2020,,Maine,depression help,,,,,,,45.75
2021,,Maine,depression help,,,,,,,16.333333333333332
2022,,Maine,depression help,,,,,,,49.083333333333336
2023,,Maine,depression help,,,,,,,43.0
2013,69.25,Maryland,suicidal thoughts,,,,,,,
2014,70.16666666666667,Maryland,suicidal thoughts,,,,,,,
2015,60.083333333333336,Maryland,suicidal thoughts,,,,,,,
2016,50.833333333333336,Maryland,suicidal thoughts,,,,,,,
2017,51.5,Maryland,suicidal thoughts,,,,,,,
2018,59.75,Maryland,suicidal thoughts,,,,,,,
2019,48.833333333333336,Maryland,suicidal thoughts,,,,,,,
2020,43.166666666666664,Maryland,suicidal thoughts,,,,,,,
2021,42.75,Maryland,suicidal thoughts,,,,,,,
2022,45.666666666666664,Maryland,suicidal thoughts,,,,,,,
2023,40.333333333333336,Maryland,suicidal thoughts,,,,,,,
2013,,Maryland,suicide hotline,24.833333333333332,,,,,,
2014,,Maryland,suicide hotline,27.5,,,,,,
2015,,Maryland,suicide hotline,30.833333333333332,,,,,,
2016,,Maryland,suicide hotline,34.666666666666664,,,,,,
2017,,Maryland,suicide hotline,52.25,,,,,,
2018,,Maryland,suicide hotline,59.25,,,,,,
2019,,Maryland,suicide hotline,49.083333333333336,,,,,,
2020,,Maryland,suicide hotline,54.833333333333336,,,,,,
2021,,Maryland,suicide hotline,48.916666666666664,,,,,,
2022,,Maryland,suicide hotline,58.666666666666664,,,,,,
2023,,Maryland,suicide hotline,53.583333333333336,,,,,,
2013,,Maryland,self harm,,82.5,,,,,
2014,,Maryland,self harm,,86.66666666666667,,,,,
2015,,Maryland,self harm,,80.58333333333333,,,,,
2016,,Maryland,self harm,,57.666666666666664,,,,,
2017,,Maryland,self harm,,53.25,,,,,
2018,,Maryland,self harm,,55.916666666666664,,,,,
2019,,Maryland,self harm,,53.083333333333336,,,,,
2020,,Maryland,self harm,,55.416666666666664,,,,,
2021,,Maryland,self harm,,67.25,,,,,
2022,,Maryland,self harm,,72.5,,,,,
2023,,Maryland,self harm,,73.58333333333333,,,,,
2013,,Maryland,mental health crisis,,,3.75,,,,
2014,,Maryland,mental health crisis,,,0.0,,,,
2015,,Maryland,mental health crisis,,,5.583333333333333,,,,
2016,,Maryland,mental health crisis,,,14.916666666666666,,,,
2017,,Maryland,mental health crisis,,,15.666666666666666,,,,
2018,,Maryland,mental health crisis,,,19.416666666666668,,,,
2019,,Maryland,mental health crisis,,,32.333333333333336,,,,
2020,,Maryland,mental health crisis,,,44.666666666666664,,,,
2021,,Maryland,mental health crisis,,,49.583333333333336,,,,
2022,,Maryland,mental health crisis,,,72.66666666666667,,,,
2023,,Maryland,mental health crisis,,,79.33333333333333,,,,
2013,,Maryland,suicide prevention,,,,23.5,,,
2014,,Maryland,suicide prevention,,,,33.166666666666664,,,
2015,,Maryland,suicide prevention,,,,31.166666666666668,,,
2016,,Maryland,suicide prevention,,,,24.416666666666668,,,
2017,,Maryland,suicide prevention,,,,31.0,,,
2018,,Maryland,suicide prevention,,,,35.916666666666664,,,
2019,,Maryland,suicide prevention,,,,39.333333333333336,,,
2020,,Maryland,suicide prevention,,,,34.166666666666664,,,
2021,,Maryland,suicide prevention,,,,32.083333333333336,,,
2022,,Maryland,suicide prevention,,,,36.333333333333336,,,
2023,,Maryland,suicide prevention,,,,35.0,,,
2013,,Maryland,crisis hotline,,,,,24.666666666666668,,
2014,,Maryland,crisis hotline,,,,,32.166666666666664,,
2015,,Maryland,crisis hotline,,,,,29.0,,
2016,,Maryland,crisis hotline,,,,,42.25,,
2017,,Maryland,crisis hotline,,,,,53.25,,
2018,,Maryland,crisis hotline,,,,,52.416666666666664,,
2019,,Maryland,crisis hotline,,,,,59.083333333333336,,
2020,,Maryland,crisis hotline,,,,,63.083333333333336,,
2021,,Maryland,crisis hotline,,,,,58.083333333333336,,
2022,,Maryland,crisis hotline,,,,,69.33333333333333,,
2023,,Maryland,crisis hotline,,,,,69.5,,
2013,,Maryland,psychiatric hospital,,,,,,70.83333333333333,
2014,,Maryland,psychiatric hospital,,,,,,66.58333333333333,
2015,,Maryland,psychiatric hospital,,,,,,67.58333333333333,
2016,,Maryland,psychiatric hospital,,,,,,62.333333333333336,
2017,,Maryland,psychiatric hospital,,,,,,62.083333333333336,
2018,,Maryland,psychiatric hospital,,,,,,71.58333333333333,
2019,,Maryland,psychiatric hospital,,,,,,61.75,
2020,,Maryland,psychiatric hospital,,,,,,57.833333333333336,
2021,,Maryland,psychiatric hospital,,,,,,69.5,
2022,,Maryland,psychiatric hospital,,,,,,67.66666666666667,
2023,,Maryland,psychiatric hospital,,,,,,65.16666666666667,
2013,,Maryland,depression help,,,,,,,43.666666666666664
2014,,Maryland,depression help,,,,,,,46.75
2015,,Maryland,depression help,,,,,,,48.166666666666664
2016,,Maryland,depression help,,,,,,,51.0
2017,,Maryland,depression help,,,,,,,53.0
2018,,Maryland,depression help,,,,,,,58.916666666666664
2019,,Maryland,depression help,,,,,,,61.166666666666664
2020,,Maryland,depression help,,,,,,,66.5
2021,,Maryland,depression help,,,,,,,61.333333333333336
2022,,Maryland,depression help,,,,,,,70.0
2023,,Maryland,depression help,,,,,,,63.416666666666664
2013,79.08333333333333,Massachusetts,suicidal thoughts,,,,,,,
2014,71.33333333333333,Massachusetts,suicidal thoughts,,,,,,,
2015,61.416666666666664,Massachusetts,suicidal thoughts,,,,,,,
2016,55.416666666666664,Massachusetts,suicidal thoughts,,,,,,,
2017,57.333333333333336,Massachusetts,suicidal thoughts,,,,,,,
2018,59.25,Massachusetts,suicidal thoughts,,,,,,,
2019,50.25,Massachusetts,suicidal thoughts,,,,,,,
2020,39.25,Massachusetts,suicidal thoughts,,,,,,,
2021,44.25,Massachusetts,suicidal thoughts,,,,,,,
2022,40.0,Massachusetts,suicidal thoughts,,,,,,,
2023,38.833333333333336,Massachusetts,suicidal thoughts,,,,,,,
2013,,Massachusetts,suicide hotline,29.25,,,,,,
2014,,Massachusetts,suicide hotline,32.833333333333336,,,,,,
2015,,Massachusetts,suicide hotline,35.166666666666664,,,,,,
2016,,Massachusetts,suicide hotline,34.916666666666664,,,,,,
2017,,Massachusetts,suicide hotline,62.333333333333336,,,,,,
2018,,Massachusetts,suicide hotline,60.0,,,,,,
2019,,Massachusetts,suicide hotline,50.5,,,,,,
2020,,Massachusetts,suicide hotline,56.25,,,,,,
2021,,Massachusetts,suicide hotline,51.75,,,,,,
2022,,Massachusetts,suicide hotline,59.916666666666664,,,,,,
2023,,Massachusetts,suicide hotline,53.166666666666664,,,,,,
2013,,Massachusetts,self harm,,73.91666666666667,,,,,
2014,,Massachusetts,self harm,,77.16666666666667,,,,,
2015,,Massachusetts,self harm,,63.25,,,,,
2016,,Massachusetts,self harm,,54.0,,,,,
2017,,Massachusetts,self harm,,50.75,,,,,
2018,,Massachusetts,self harm,,47.166666666666664,,,,,
2019,,Massachusetts,self harm,,44.416666666666664,,,,,
2020,,Massachusetts,self harm,,48.75,,,,,
2021,,Massachusetts,self harm,,55.416666666666664,,,,,
2022,,Massachusetts,self harm,,52.25,,,,,
2023,,Massachusetts,self harm,,55.666666666666664,,,,,
2013,,Massachusetts,mental health crisis,,,7.833333333333333,,,,
2014,,Massachusetts,mental health crisis,,,17.916666666666668,,,,
2015,,Massachusetts,mental health crisis,,,12.0,,,,
2016,,Massachusetts,mental health crisis,,,23.416666666666668,,,,
2017,,Massachusetts,mental health crisis,,,28.75,,,,
2018,,Massachusetts,mental health crisis,,,29.666666666666668,,,,
2019,,Massachusetts,mental health crisis,,,35.166666666666664,,,,
2020,,Massachusetts,mental health crisis,,,47.833333333333336,,,,
2021,,Massachusetts,mental health crisis,,,57.416666666666664,,,,
2022,,Massachusetts,mental health crisis,,,71.91666666666667,,,,
2023,,Massachusetts,mental health crisis,,,83.58333333333333,,,,
2013,,Massachusetts,suicide prevention,,,,24.666666666666668,,,
2014,,Massachusetts,suicide prevention,,,,27.416666666666668,,,
2015,,Massachusetts,suicide prevention,,,,33.25,,,
2016,,Massachusetts,suicide prevention,,,,24.75,,,
2017,,Massachusetts,suicide prevention,,,,33.333333333333336,,,
2018,,Massachusetts,suicide prevention,,,,37.5,,,
2019,,Massachusetts,suicide prevention,,,,38.5,,,
2020,,Massachusetts,suicide prevention,,,,32.25,,,
2021,,Massachusetts,suicide prevention,,,,29.25,,,
2022,,Massachusetts,suicide prevention,,,,35.416666666666664,,,
2023,,Massachusetts,suicide prevention,,,,33.0,,,
2013,,Massachusetts,crisis hotline,,,,,13.416666666666666,,
2014,,Massachusetts,crisis hotline,,,,,18.25,,
2015,,Massachusetts,crisis hotline,,,,,23.75,,
2016,,Massachusetts,crisis hotline,,,,,31.5,,
2017,,Massachusetts,crisis hotline,,,,,32.0,,
2018,,Massachusetts,crisis hotline,,,,,44.416666666666664,,
2019,,Massachusetts,crisis hotline,,,,,53.583333333333336,,
2020,,Massachusetts,crisis hotline,,,,,49.833333333333336,,
2021,,Massachusetts,crisis hotline,,,,,57.0,,
2022,,Massachusetts,crisis hotline,,,,,52.166666666666664,,
2023,,Massachusetts,crisis hotline,,,,,56.916666666666664,,
2013,,Massachusetts,psychiatric hospital,,,,,,75.33333333333333,
2014,,Massachusetts,psychiatric hospital,,,,,,72.08333333333333,
2015,,Massachusetts,psychiatric hospital,,,,,,72.0,
2016,,Massachusetts,psychiatric hospital,,,,,,67.91666666666667,
2017,,Massachusetts,psychiatric hospital,,,,,,74.58333333333333,
2018,,Massachusetts,psychiatric hospital,,,,,,80.75,
2019,,Massachusetts,psychiatric hospital,,,,,,79.83333333333333,
2020,,Massachusetts,psychiatric hospital,,,,,,73.08333333333333,
2021,,Massachusetts,psychiatric hospital,,,,,,77.16666666666667,
2022,,Massachusetts,psychiatric hospital,,,,,,75.33333333333333,
2023,,Massachusetts,psychiatric hospital,,,,,,72.58333333333333,
2013,,Massachusetts,depression help,,,,,,,47.583333333333336
2014,,Massachusetts,depression help,,,,,,,53.666666666666664
2015,,Massachusetts,depression help,,,,,,,58.25
2016,,Massachusetts,depression help,,,,,,,59.166666666666664
2017,,Massachusetts,depression help,,,,,,,64.08333333333333
2018,,Massachusetts,depression help,,,,,,,67.08333333333333
2019,,Massachusetts,depression help,,,,,,,72.91666666666667
2020,,Massachusetts,depression help,,,,,,,67.41666666666667
2021,,Massachusetts,depression help,,,,,,,70.58333333333333
2022,,Massachusetts,depression help,,,,,,,70.16666666666667
2023,,Massachusetts,depression help,,,,,,,70.0
2013,76.5,Michigan,suicidal thoughts,,,,,,,
2014,79.16666666666667,Michigan,suicidal thoughts,,,,,,,
2015,76.66666666666667,Michigan,suicidal thoughts,,,,,,,
2016,66.58333333333333,Michigan,suicidal thoughts,,,,,,,
2017,63.083333333333336,Michigan,suicidal thoughts,,,,,,,
2018,68.33333333333333,Michigan,suicidal thoughts,,,,,,,
2019,60.083333333333336,Michigan,suicidal thoughts,,,,,,,
2020,46.75,Michigan,suicidal thoughts,,,,,,,
2021,50.25,Michigan,suicidal thoughts,,,,,,,
2022,52.166666666666664,Michigan,suicidal thoughts,,,,,,,
2023,47.75,Michigan,suicidal thoughts,,,,,,,
2013,,Michigan,suicide hotline,29.666666666666668,,,,,,
2014,,Michigan,suicide hotline,35.083333333333336,,,,,,
2015,,Michigan,suicide hotline,32.583333333333336,,,,,,
2016,,Michigan,suicide hotline,33.75,,,,,,
2017,,Michigan,suicide hotline,65.66666666666667,,,,,,
2018,,Michigan,suicide hotline,62.083333333333336,,,,,,
2019,,Michigan,suicide hotline,52.583333333333336,,,,,,
2020,,Michigan,suicide hotline,54.416666666666664,,,,,,
2021,,Michigan,suicide hotline,48.0,,,,,,
2022,,Michigan,suicide hotline,60.833333333333336,,,,,,
2023,,Michigan,suicide hotline,55.166666666666664,,,,,,
2013,,Michigan,self harm,,77.5,,,,,
2014,,Michigan,self harm,,80.33333333333333,,,,,
2015,,Michigan,self harm,,67.66666666666667,,,,,
2016,,Michigan,self harm,,54.25,,,,,
2017,,Michigan,self harm,,48.666666666666664,,,,,
2018,,Michigan,self harm,,47.0,,,,,
2019,,Michigan,self harm,,41.25,,,,,
